Year,Country,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Stateless persons,Others of concern,Ref and Asyl,SUM REFUGEE,GDP_annual_change,Adjusted savings: net national savings (current US$),Adjusted savings: particulate emission damage (current US$),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Air transport, passengers carried",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Death rate, crude (per 1,000 people)",Domestic general government health expenditure per capita (current US$),Domestic private health expenditure per capita (current US$),Ease of doing business score (0 = lowest performance to 100 = best performance),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),GNI growth (annual %),"International tourism, expenditures (current US$)","International tourism, receipts (current US$)",Military expenditure (current USD),Population growth (annual %),Prevalence of undernourishment (% of population),Refugee population by country or territory of asylum,Strength of legal rights index (0=weak to 12=strong),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Net official flows from UN agencies: Total,Country / Economy,Region,Income,Intl tourism expenditures recipts and asylum seekers,Intl tourism expenditures receipts and military,net inflows UN and refugee pop,SUM REFUGEE and undernourishment
2018,Jordan,715298.0,52536.0,0.0,0.0,1386.0,767834.0,769220.0,1.934091701,2501010032.0,116958378.0,25.8414,3383805.0,7.78079128,335.2105713,3.864,162.3544243,157.8256016,61.28281,4.009867021,3.704297244,1.97345597,1493000000.0,6221000000.0,1957746479.0,1.817482339,8.2,2957877.0,0.0,18.27000046,187465604.8,Jordan,MIDDLE EAST AND NORTH AFRICA ,UPPER-MIDDLE-INCOME  ,4.87951898808e+23,1.8183457282867488e+28,554500200729009.6,6307603.999999999
2019,Jordan,693668.0,51432.0,0.0,0.0,2117.0,745100.0,747217.0,1.955466358,4276000011.0,119173805.9,25.8058,3478444.0,7.58246946,334.04422,3.889,170.9477651,152.6269831,68.97453,4.528903766,3.519578003,2.440128521,1569000000.0,6765000000.0,2032112676.0,1.35921633,9.5,2966079.0,11.0,16.80999947,301502514.2,Jordan,MIDDLE EAST AND NORTH AFRICA ,UPPER-MIDDLE-INCOME  ,5.4591390612e+23,2.156942309517666e+28,894280275815821.8,7098561.5
2016,Kazakhstan,647.0,133.0,0.0,8451.0,0.0,780.0,9231.0,1.1,18170486463.0,259026050.4,30.062,5007869.0,3.42235565,263.4837341,7.37,157.0769313,105.923532,74.84879,13.17880684,22.04655839,-3.529631759,2580000000.0,2038000000.0,1281103432.0,1.42204614,2.5,647.0,4.0,4.960000038,4119744.901,Kazakhstan,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,6.9931932e+20,6.73609308959328e+27,2665474950.947,23077.5
2017,Kazakhstan,602.0,207.0,0.0,8138.0,0.0,809.0,8947.0,4.1,25555292683.0,289165800.1,29.75,6903190.0,3.05244446,281.6177673,7.15,174.6173167,106.4866722,76.87746,14.24832573,20.3904653,2.073515006,2695000000.0,2356000000.0,1390619095.0,1.360381269,2.6,602.0,6.0,4.900000095,5415019.788,Kazakhstan,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,1.31432994e+21,8.8296246941749e+27,3259841912.376,23262.2
2018,Kazakhstan,568.0,190.0,0.0,7690.0,0.0,758.0,8448.0,4.1,29993018978.0,305937210.3,29.364,5920110.0,2.8178606,275.8546143,7.14,167.8211466,107.6063445,78.04085,13.43532382,17.50091077,1.387066156,2852000000.0,2651000000.0,1572401182.0,1.314522985,2.5,568.0,6.0,4.849999905,3496317.238,Kazakhstan,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,1.43652388e+21,1.1888378141490664e+28,1985908191.184,21120.0
2019,Kazakhstan,518.0,212.0,0.0,8386.0,0.0,730.0,9116.0,4.5,29147719136.0,306372434.5,28.978,7656866.0,2.78745675,272.9652405,7.19,163.6105336,109.354561,79.55915,13.54666679,16.56206824,4.1064518,2955000000.0,2922000000.0,1928776022.0,1.28960849,2.5,518.0,8.0,4.800000191,5702828.594,Kazakhstan,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,1.83051612e+21,1.665403584971922e+28,2954065211.692,22790.0
2016,Kenya,451097.0,43748.0,0.0,20000.0,0.0,494845.0,514845.0,4.213517068,-562611394.8,736298895.4,77.293,4848016.0,5.14090776,72.51428223,5.734,31.04303913,29.71945245,62.79134,0.270535882,0.148417377,13.99431288,1454000000.0,1472000000.0,933103002.5,2.420820938,23.2,451097.0,7.0,2.75999999,44142421.1,Kenya,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,9.3633319424e+22,1.99710915901472e+27,19912513730946.7,11944404.0
2017,Kenya,431895.0,56499.0,0.0,18500.0,0.0,488394.0,506894.0,3.815506427,-4215582552.0,814537157.1,75.078,5109576.0,4.1409831,65.11084747,5.582,27.95838025,23.42271518,65.40809,0.574066994,0.139106753,3.300067212,1454000000.0,1564000000.0,1015384782.0,2.356477449,24.6,431895.0,7.0,3.513000011,60828911.1,Kenya,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,1.28481889944e+23,2.309041855815792e+27,26271702559534.5,12469592.4
2018,Kenya,421243.0,50458.0,0.0,18500.0,0.0,471701.0,490201.0,5.62910144,-5480852083.0,907026537.5,74.044,5905365.123,4.30564117,73.54042816,5.469,31.70289745,25.54472113,70.97866,0.722863317,0.127730538,5.983483426,1454000000.0,1784000000.0,1113648362.0,2.305743642,24.4,421243.0,10.0,4.249000072,44402167.77,Kenya,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,1.30884822688e+23,2.888732577532832e+27,18704102357938.113,11960904.399999999
2019,Kenya,438899.0,53008.0,0.0,18500.0,0.0,491907.0,510407.0,4.981132628,-7014963232.0,905484047.3,73.01,6417534.056,4.59182692,83.41162872,5.393,38.35184073,29.62033884,73.21648,0.934270271,0.13389515,4.883819736,1454000000.0,1762000000.0,1116872420.0,2.272746379,24.8,438899.0,11.0,5.010000229,141589531.1,Kenya,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,1.35803739584e+23,2.86136906267416e+27,62143503610258.9,12658093.6
2016,Kuwait,935.0,823.0,0.0,93000.0,0.0,1758.0,94758.0,2.925868226,18880445324.0,201664238.6,8.4444,4069935.0,4.73096323,1308.106201,2.518,1116.026614,192.0795926,59.96924,2.562375612,13.47613963,2.631167969,13232000000.0,831000000.0,6446742131.0,3.112853918,2.5,935.0,1.0,2.160000086,0.0,Kuwait,MIDDLE EAST AND NORTH AFRICA ,HIGH-INCOME  ,9.049536816e+21,7.088703555011275e+28,0.0,236895.0
2017,Kuwait,613.0,948.0,0.0,92000.0,0.0,1561.0,93561.0,-4.712106209,33709376202.0,241405748.3,8.194,5731748.0,4.65326786,1384.578247,2.601,1186.711373,197.8667428,61.78943,2.90227137,13.36461462,-1.062727517,13722000000.0,643000000.0,6764636914.0,2.477112701,2.5,613.0,1.0,2.197000027,0.0,Kuwait,MIDDLE EAST AND NORTH AFRICA ,HIGH-INCOME  ,8.364437208e+21,5.968605559290284e+28,0.0,233902.5
2018,Kuwait,671.0,983.0,0.0,92000.0,16.0,1654.0,93670.0,1.246129408,47786423347.0,275617601.9,7.8858,6464847.0,5.09953451,1733.809082,2.696,1529.191532,204.6175633,62.56073,2.509382904,12.4607958,0.72340365,14318000000.0,919000000.0,7165279060.0,1.982437111,2.5,671.0,1.0,2.164999962,0.0,Kuwait,MIDDLE EAST AND NORTH AFRICA ,HIGH-INCOME  ,1.2934551886e+22,9.428247586901252e+28,0.0,234175.0
2019,Kuwait,686.0,1079.0,0.0,92020.0,0.0,1765.0,93785.0,0.42746394,6080644355.0,269507739.0,7.5776,7385299.0,5.49601221,1758.674194,2.802,1529.363057,229.3110681,67.40473,2.010775637,13.86858781,0.325812979,15839000000.0,1198000000.0,7373519737.0,1.672132226,2.5,686.0,1.0,2.167000055,0.0,Kuwait,MIDDLE EAST AND NORTH AFRICA ,HIGH-INCOME  ,2.0474156638e+22,1.399134365789829e+29,0.0,234462.5
2016,Kyrgyzstan,334.0,120.0,0.0,2334.0,0.0,454.0,2788.0,3.231784734561471,742998192.0,28310800.86,35.014,1015750.0,6.41248226,71.92367554,5.5,28.00947341,41.15622558,61.31719,3.965424993,6.291212364,2.640218555,582000000.0,477000000.0,115645311.8,2.037224422,7.9,334.0,8.0,7.210000038,17940264.1,Kyrgyzstan,EUROPE AND CENTRAL ASIA ,LOWER-MIDDLE INCOME  ,3.331368e+19,3.21047575900452e+25,5992048209.400001,22025.2
2017,Kyrgyzstan,334.0,107.0,0.0,855.0,0.0,441.0,1296.0,3.231784734561471,1164197929.0,29942727.41,32.763,1122951.0,6.18586302,76.98123169,5.4,29.21611344,43.42187487,62.35959,4.16840274,5.853047296,5.104409289,422000000.0,480000000.0,121515805.4,1.933647156,7.7,334.0,9.0,6.889999866,15734208.59,Kyrgyzstan,EUROPE AND CENTRAL ASIA ,LOWER-MIDDLE INCOME  ,2.167392e+19,2.4614241541824003e+25,5255225669.06,9979.2
2018,Kyrgyzstan,329.0,105.0,0.0,548.0,0.0,434.0,982.0,3.231784734561471,1228999684.0,32761347.04,32.4414,1175000.704,5.01030922,65.73706055,5.2,31.81318552,30.67311017,65.41049,3.975425244,5.252830332,5.742261556,451000000.0,518000000.0,127148346.7,1.99032207,7.2,329.0,9.0,6.886000156,24116479.89,Kyrgyzstan,EUROPE AND CENTRAL ASIA ,LOWER-MIDDLE INCOME  ,2.452989e+19,2.9704142459360602e+25,7934321883.81,7070.400000000001
2019,Kyrgyzstan,347.0,164.0,0.0,58.0,0.0,511.0,569.0,3.231784734561471,691211283.9,31760582.92,32.1198,867935.0,4.49454117,62.14477539,5.2,31.95594431,28.74523905,67.82089,4.194159776,4.658073365,-2.569737945,519000000.0,708000000.0,128943451.8,2.08787614,7.2,347.0,9.0,6.918000221,29444856.03,Kyrgyzstan,EUROPE AND CENTRAL ASIA ,LOWER-MIDDLE INCOME  ,6.0262128e+19,4.73805292508136e+25,10217365042.41,4096.8
2016,Latvia,340.0,151.0,0.0,242736.0,0.0,491.0,243227.0,2.367609543,-40258673.81,32576365.08,15.9946,2843133.0,6.13591957,874.7977295,14.6,488.5323903,385.9181012,80.59931,26.29605129,18.38354102,4.600719602,1454000000.0,2651000000.0,404552452.2,-0.913885332,2.5,340.0,9.0,9.640000343,0.0,Latvia,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,5.82037654e+20,1.5593692728373188e+27,0.0,608067.5
2017,Latvia,653.0,54.0,0.0,233571.0,0.0,707.0,234278.0,3.31308889,364708703.0,33467913.91,16.171,3441024.0,5.97031736,932.5015869,14.8,533.0692571,397.9041765,79.99279,26.97057091,17.54377153,3.480719422,1454000000.0,2651000000.0,482461999.1,-0.886215573,2.5,653.0,9.0,8.720000267,0.0,Latvia,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.08145916e+20,1.8596758284789015e+27,0.0,585695.0
2018,Latvia,664.0,45.0,0.0,224844.0,0.0,709.0,225553.0,3.989480387,721225278.4,37289985.91,15.8014,4058762.0,6.19103575,1101.492554,15.0,657.7669944,441.9121346,80.31973,27.27540487,13.80449364,3.709720714,1454000000.0,2651000000.0,709370536.9,-0.779138396,2.5,664.0,9.0,7.409999847,0.0,Latvia,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.7345493e+20,2.734307040490042e+27,0.0,563882.5
2019,Latvia,665.0,41.0,0.0,216851.0,0.0,706.0,217557.0,2.484326355,152398415.1,42070262.41,15.4318,4976410.0,6.57814217,1166.797852,14.5,706.5869746,457.0682015,80.28054,26.68917626,11.93742418,3.175002103,1454000000.0,2651000000.0,691894312.6,-0.69523914,2.5,665.0,9.0,6.309999943,0.0,Latvia,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.58036714e+20,2.6669439902095803e+27,0.0,543892.5
2016,Lebanon,1012959.0,13724.0,0.0,0.0,4574.0,1026683.0,1031257.0,1.582054551,-7897190332.0,155836974.3,14.8948,2647258.0,7.914958,603.6184692,4.181,279.7438579,308.3321919,54.46561,10.74233783,27.05072963,0.960938806,5252000000.0,7373000000.0,2606456908.0,2.741932488,6.2,1476623.0,2.0,9.782999992,110350208.1,Lebanon,MIDDLE EAST AND NORTH AFRICA ,UPPER-MIDDLE-INCOME  ,5.31434397104e+23,1.0092982042265637e+29,162945655335246.28,6393793.4
2017,Lebanon,998876.0,15321.0,0.0,0.0,4183.0,1014197.0,1018380.0,0.782014001,-9836776208.0,154709036.3,14.5,2879528.0,7.7873559,606.8374023,4.263,281.9671284,309.7000114,54.35106,10.74233783,13.31326208,2.129276525,5704000000.0,8086000000.0,2441074857.0,1.553078162,6.7,1468431.0,2.0,10.27400017,131768088.5,Lebanon,MIDDLE EAST AND NORTH AFRICA ,UPPER-MIDDLE-INCOME  ,7.06643496624e+23,1.125885824992762e+29,193492345964143.5,6823146.0
2018,Lebanon,949653.0,16404.0,0.0,0.0,3518.0,966057.0,969575.0,-1.702174807,-12174844940.0,159724142.3,14.2238,2981937.0,8.67463875,695.0587769,4.356,347.5361839,340.8699757,54.42282,10.74233783,13.02632822,-1.891757637,6395000000.0,8694000000.0,2775557816.0,0.585360849,7.2,1424728.0,2.0,10.79599953,117666927.6,Lebanon,MIDDLE EAST AND NORTH AFRICA ,UPPER-MIDDLE-INCOME  ,9.1203172452e+23,1.5431582427648407e+29,167643366425692.78,6980940.0
2019,Lebanon,916141.0,12119.0,0.0,0.0,7875.0,928260.0,936135.0,-7.15724707,-11844879284.0,165439223.1,13.9476,3164358.0,8.64661503,663.0510864,4.457,324.770953,332.3859913,54.3316,6.126277456,12.86773527,-7.804343137,6495000000.0,8717000000.0,2521246648.0,-0.053940482,9.3,1392174.0,2.0,11.35000038,408752614.5,Lebanon,MIDDLE EAST AND NORTH AFRICA ,UPPER-MIDDLE-INCOME  ,6.861403928850001e+23,1.4274520716385092e+29,569054762338923.0,8706055.5
2016,Lesotho,46.0,5.0,0.0,0.0,0.0,51.0,51.0,3.588364597,158150901.3,40526134.95,91.9832,4048658.0,8.75972462,89.53188324,15.157,51.89301051,15.81929794,58.01146,0.107468326,1.983489395,4.742017601,262000000.0,2651000000.0,41489543.36,0.775514209,28.3,46.0,5.0,23.47500038,9109486.997,Lesotho,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,3.47281e+18,2.881706021520832e+25,419036401.862,1443.3
2017,Lesotho,55.0,28.0,0.0,0.0,0.0,83.0,83.0,-3.141949946,202275175.3,45691944.06,92.726,4048658.0,10.08778667,110.8682709,14.656,61.12754721,17.74979756,58.56005,0.230500676,0.50857409,-3.484372619,307000000.0,2651000000.0,52594810.37,0.791589928,26.0,55.0,5.0,23.20000076,9543798.074,Lesotho,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,2.2787996e+19,4.280465458329709e+25,524908894.06999993,2158.0
2018,Lesotho,56.0,36.0,0.0,0.0,0.0,92.0,92.0,-1.223137311,292566046.7,49120230.01,92.578,4048658.0,10.90125179,124.6897278,14.246,58.81941202,18.1172451,58.68291,0.273344565,0.395004952,-0.325280907,347000000.0,2651000000.0,51064347.75,0.799793018,20.8,56.0,5.0,22.81299973,9804606.498,Lesotho,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,3.3116292e+19,4.697394030218175e+25,549057963.888,1913.6000000000001
2019,Lesotho,143.0,78.0,0.0,0.0,0.0,221.0,221.0,-0.381431982,280605026.1,43719181.89,92.43,4048658.0,11.26946354,124.193634,13.926,54.07115002,17.60712278,59.4294,0.217290243,0.609287864,-0.474788723,323000000.0,2651000000.0,44845967.46,0.800269955,23.5,143.0,5.0,22.44000053,21133992.85,Lesotho,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,6.6789294e+19,3.840039109487658e+25,3022160977.55,5193.5
2016,Lithuania,1284.0,147.0,0.0,3466.0,0.0,1431.0,4897.0,2.518828273,2076098887.0,44636953.92,11.3688,1046012.0,6.63746214,988.5279541,14.3,650.0319077,336.1983102,79.21677,29.68486173,18.37205496,3.74189964,1454000000.0,2651000000.0,635448102.4,-1.270694533,2.5,1284.0,6.0,7.860000134,0.0,Lithuania,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,5.66619438e+20,2.4493690248983295e+27,0.0,12242.5
2017,Lithuania,1577.0,249.0,0.0,3193.0,0.0,1826.0,5019.0,4.282596951,3384468805.0,42283475.42,10.854,1069268.0,6.47513723,1083.303345,14.2,705.8475095,375.8211807,80.63462,28.072154,17.1115697,4.232636373,1454000000.0,2651000000.0,812106965.0,-1.398322201,2.5,1577.0,6.0,7.070000172,0.0,Lithuania,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,9.59783946e+20,3.13031015036861e+27,0.0,12547.5
2018,Lithuania,1731.0,273.0,0.0,3039.0,0.0,2004.0,5043.0,3.993310328,4385198061.0,47816939.69,10.2026,26031.0,6.53385353,1249.031006,14.1,824.2590393,420.8638105,80.95864,28.15668213,15.2454749,3.378209798,1454000000.0,2651000000.0,1056383745.0,-0.954190459,2.5,1731.0,6.0,6.150000095,0.0,Lithuania,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.052293242e+21,4.07188818982473e+27,0.0,12607.5
2019,Lithuania,1822.0,408.0,0.0,2904.0,0.0,2230.0,5134.0,4.573771737,4763031759.0,49459464.87,9.5512,40944.0,7.00600433,1369.979492,13.7,891.7028283,473.3369009,81.61948,28.6924646,13.34285394,4.852008863,1454000000.0,2651000000.0,1093819973.0,-0.264704355,2.5,1822.0,6.0,6.260000229,0.0,Lithuania,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.572658032e+21,4.216188152207042e+27,0.0,12835.0
2016,Luxembourg,2020.0,2186.0,0.0,83.0,0.0,4206.0,4289.0,4.978190437,4393796578.0,13146888.68,5.0624,1845726.0,5.19496346,5475.139648,6.8,4623.004337,779.8645391,69.1733,35.06173351,47.71572202,6.061367935,2048000000.0,5606000000.0,260729679.6,2.155311988,2.5,2020.0,3.0,6.289999962,0.0,Luxembourg,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.5097658368e+22,2.993460395699405e+27,0.0,10722.5
2017,Luxembourg,2020.0,1495.0,0.0,83.0,0.0,3515.0,3598.0,1.317187663,3496823193.0,14003776.35,4.727,1901012.0,5.25779152,5713.118652,7.1,4843.678362,790.5883414,69.58844,36.25551182,46.51044922,9.401221295,2607000000.0,5472000000.0,357671613.7,2.430976418,2.5,2020.0,3.0,5.519999981,0.0,Luxembourg,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.132692848e+22,5.102365835923804e+27,0.0,8995.0
2018,Luxembourg,2020.0,1485.0,0.0,83.0,0.0,3505.0,3588.0,2.00437712,3749493027.0,15289147.12,4.6038,2099102.0,5.28587103,6227.083984,7.1,5288.111803,851.0274265,69.58703,37.12070435,45.2680618,0.8346095,2872000000.0,5642000000.0,393243517.4,1.928837514,2.5,2020.0,3.0,5.590000153,0.0,Luxembourg,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.406267864e+22,6.372048745090537e+27,0.0,8970.0
2019,Luxembourg,2548.0,1785.0,0.0,83.0,0.0,4333.0,4416.0,3.283806756,3818884984.0,16382458.78,4.4806,2114417.0,5.37075996,6220.741211,6.9,5341.746996,796.1679242,69.6031,37.37033663,43.4281965,-4.758186074,3288000000.0,5645000000.0,428769402.9,1.96284492,2.5,2548.0,3.0,5.590000153,0.0,Luxembourg,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,3.31309566e+22,7.958285982570203e+27,0.0,11040.0
2016,Madagascar,22.0,27.0,0.0,0.0,0.0,49.0,49.0,3.993146064,659703657.9,189793015.6,111.6784,441861.0,5.25697422,25.02086639,6.324,11.28941048,7.11706534,42.74769,0.10598782,0.596861861,3.604426295,300000000.0,912000000.0,59394995.92,2.688176654,41.6,22.0,2.0,1.804999948,38555587.25,Madagascar,SUB-SAHARAN AFRICA ,LOW-INCOME  ,7.3872e+18,1.6250470883712e+25,848222919.5,2038.4
2017,Madagascar,39.0,57.0,0.0,0.0,0.0,96.0,96.0,3.933307595,717724092.0,203829037.6,109.59,486425.0,4.84431553,24.96243286,6.185,11.57426673,7.71465325,46.38142,0.098011334,0.269028637,5.01520635,319000000.0,849000000.0,66906090.19,2.679809997,42.3,39.0,2.0,1.822999954,41988986.89,Madagascar,SUB-SAHARAN AFRICA ,LOW-INCOME  ,1.5437367e+19,1.8120243312247889e+25,1637570488.71,4060.7999999999997
2018,Madagascar,39.0,90.0,0.0,0.0,0.0,129.0,129.0,3.194356515,1194263664.0,212994888.3,107.7374,541290.0,4.19787312,22.33701324,6.055,7.87811298,7.84974928,47.04235,0.103612351,0.262909059,3.165291864,309000000.0,879000000.0,73258425.24,2.669517227,42.6,39.0,2.0,1.843000054,52123447.01,Madagascar,SUB-SAHARAN AFRICA ,LOW-INCOME  ,2.444499e+19,1.9897794137861638e+25,2032814433.3899999,5495.400000000001
2019,Madagascar,113.0,128.0,0.0,0.0,0.0,241.0,241.0,4.41123213,1096708974.0,202850000.1,105.8848,544458.0,3.68728375,19.84997559,5.933,6.38882659,7.85785083,47.72865,10.74233783,13.06511605,3.46609207,319000000.0,951000000.0,76576631.11,2.65644588,43.2,113.0,2.0,1.856999993,94330992.7,Madagascar,SUB-SAHARAN AFRICA ,LOW-INCOME  ,3.8831232e+19,2.323097600320959e+25,10659402175.1,10411.2
2016,Malawi,9386.0,21022.0,0.0,0.0,0.0,30408.0,30408.0,2.484040625,-223165185.9,82676240.58,134.9854,6744.0,10.87966633,34.72793579,7.074,8.58876543,7.48557036,53.22437,0.050519431,0.065293982,3.1814661893366343,100000000.0,30000000.0,35748121.99,2.70968237,16.1,9386.0,9.0,5.816999912,44701787.2,Malawi,SUB-SAHARAN AFRICA ,LOW-INCOME  ,6.3066e+19,1.0724436597e+23,419570974659.2,489568.80000000005
2017,Malawi,8977.0,25987.0,0.0,0.0,357.0,34964.0,35321.0,4.000030517,100040585.9,90298016.17,132.671,10545.0,10.88755989,38.38741684,6.811,8.70149403,6.70905581,59.52076,0.061210413,0.098114362,3.1814661893366343,120000000.0,35000000.0,47416537.07,2.666446457,16.5,8977.0,11.0,5.760000229,38448513.48,Malawi,SUB-SAHARAN AFRICA ,LOW-INCOME  ,1.091454e+20,1.99149455694e+23,345152305509.95996,582796.5
2018,Malawi,13783.0,23135.0,0.0,0.0,320.0,36918.0,37238.0,4.391688296,204492794.4,99107578.72,132.0948,10545.0,9.82898998,37.43349457,6.597,9.14875615,6.78386071,60.362,0.062601908,0.082631432,3.1814661893366343,174000000.0,55000000.0,58369173.44,2.641745288,16.8,13783.0,11.0,5.757999897,42674981.67,Malawi,SUB-SAHARAN AFRICA ,LOW-INCOME  ,2.2140195e+20,5.5859298982079994e+23,588189272357.61,625598.4
2019,Malawi,14087.0,30824.0,0.0,0.0,239.0,44911.0,45150.0,5.448181336,385381899.5,102073819.4,131.5186,7117.0,7.39341164,30.40028763,6.418,9.90828818,7.2488487,60.9371,0.060970284,0.070326791,3.1814661893366343,195000000.0,62000000.0,87020933.45,2.640937098,17.3,14087.0,11.0,5.751999855,94284862.37,Malawi,SUB-SAHARAN AFRICA ,LOW-INCOME  ,3.7266216e+20,1.0520830854105e+24,1328190856206.1902,781095.0
2016,Malaysia,92259.0,56313.0,0.0,10931.0,80000.0,148572.0,239503.0,4.449781398,21607276326.0,491766626.2,13.361,53817353.0,3.68569684,361.8544617,4.942,185.4441342,176.4103249,78.27291,8.860455132,15.76423185,4.425747769,11339000000.0,19682000000.0,4169374001.0,1.357359246,3.5,92259.0,7.0,3.440000057,2691227.779,Malaysia,EAST ASIA AND PACIFIC  ,UPPER-MIDDLE-INCOME  ,1.2567608611974e+25,9.304966988352263e+29,248289983662.76102,838260.5
2017,Malaysia,103837.0,47509.0,0.0,10068.0,80000.0,151346.0,241414.0,5.81272241,22082132929.0,493691843.7,13.414,58711937.0,3.70413661,380.0152283,5.014,197.2014626,182.8137542,78.77204,8.641152836,21.156968,5.730933563,12145000000.0,20311000000.0,3494832257.0,1.359489171,3.4,103837.0,7.0,3.410000086,8575575.203,Malaysia,EAST ASIA AND PACIFIC  ,UPPER-MIDDLE-INCOME  ,1.1719382106355e+25,8.620950686690535e+29,890462002353.911,820807.6
2018,Malaysia,121305.0,41801.0,0.0,9631.0,80000.0,163106.0,252737.0,4.84305661,15943795313.0,553261591.2,13.4668,60481772.0,3.74833083,426.4685974,5.09,218.8880139,207.5805841,81.33541,8.551120205,23.56315727,4.530520902,13207000000.0,21775000000.0,3445043720.0,1.351960014,3.2,121305.0,7.0,3.299999952,8518813.983,Malaysia,EAST ASIA AND PACIFIC  ,UPPER-MIDDLE-INCOME  ,1.2021232947425e+25,9.907340272286209e+29,1033374730207.815,808758.4
2019,Malaysia,129107.0,50730.0,0.0,108332.0,55000.0,179837.0,343169.0,4.439471288,10256349559.0,586012191.9,13.5196,63623130.0,3.82514191,436.61203,5.17,227.8968701,208.7151676,81.47337,9.278625012,23.17731357,4.971008068,13694000000.0,22200000000.0,3769026335.0,1.328849015,3.2,129107.0,7.0,3.25999999,16693798.52,Malaysia,EAST ASIA AND PACIFIC  ,UPPER-MIDDLE-INCOME  ,1.5422264964e+25,1.145809635219078e+30,2155286245521.64,1098140.8
2016,Mali,17510.0,299.0,36690.0,0.0,0.0,17809.0,54499.0,5.852299199,1705354903.0,482773815.6,171.0826,4048658.0,3.77377391,29.46280289,10.307,9.43715412,11.11966802,52.61403,0.119362489,1.117768151,5.302745579,213000000.0,201600006.1,362398902.2,2.975435448,5.3,17510.0,6.0,7.570000172,42799872.38,Mali,SUB-SAHARAN AFRICA ,LOW-INCOME  ,1.28392995884907e+19,1.5561699250454653e+25,749425765373.8,288844.7
2017,Mali,17036.0,554.0,38172.0,0.0,0.0,17590.0,55762.0,5.305456084,1532280154.0,532078249.3,169.127,4048658.0,3.67425632,30.49655342,9.984,9.77344099,11.9933925,52.87624,0.08318735,1.160803849,4.7904782,220000000.0,206399993.9,460196192.0,2.999198671,6.3,17036.0,6.0,7.409999847,46234971.08,Mali,SUB-SAHARAN AFRICA ,LOW-INCOME  ,2.5156031256532e+19,2.089658806875271e+25,787658967318.88,351300.6
2018,Mali,26538.0,917.0,120298.0,0.0,0.0,27455.0,147753.0,4.746484327,1810205768.0,592782226.2,166.8668,4048658.0,3.73249865,33.39861298,9.686,10.30084858,11.40966885,53.12964,0.633900781,1.195617995,5.142542647,255000000.0,231000000.0,481728184.5,3.008065228,7.7,26538.0,6.0,7.427999973,66171543.78,Mali,SUB-SAHARAN AFRICA ,LOW-INCOME  ,5.4015885e+19,2.83761987079725e+25,1756060428833.6401,1137698.1
2016,Malta,7941.0,868.0,0.0,0.0,0.0,8809.0,8809.0,4.090917429,1478325294.0,5810601.66,12.9606,1500824.0,8.94369507,2321.15332,7.3,1462.982172,858.1712106,64.77862,39.27176752,53.74217204,-0.618017082,1454000000.0,2651000000.0,59672922.99,2.288615441,2.5,7941.0,2.0,4.690000057,0.0,Malta,MIDDLE EAST AND NORTH AFRICA ,HIGH-INCOME  ,3.345752872e+21,2.3001250400279648e+26,0.0,22022.5
2017,Malta,7994.0,1349.0,0.0,11.0,0.0,9343.0,9354.0,8.119425289,1987241440.0,6004502.333,12.879,1575125.0,8.89494133,2551.716064,7.6,1604.952903,946.7631978,65.21409,41.40313701,54.86684036,7.45845045,1454000000.0,2651000000.0,64235888.17,2.738662856,2.5,7994.0,2.0,4.0,0.0,Malta,MIDDLE EAST AND NORTH AFRICA ,HIGH-INCOME  ,5.199793346e+21,2.4760069968922617e+26,0.0,23385.0
