OldIndex,Year,Country,data counts,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Stateless persons,Others of concern,Ref and Asyl,SUM REFUGEE,GDP_annual_change, Adjusted savings: net national savings (current US$) , Adjusted savings: particulate emission damage (current US$) ,"Adolescent fertility rate (births per 1,000 women ages 15-19)"," Air transport, passengers carried ",Current health expenditure (% of GDP), Current health expenditure per capita (current US$) ,"Death rate, crude (per 1,000 people)",Domestic general government health expenditure per capita (current US$),Domestic private health expenditure per capita (current US$),Ease of doing business score (0 = lowest performance to 100 = best performance),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),GNI growth (annual %),"Internally displaced persons, new displacement associated with disasters (number of cases)","International tourism, expenditures (current US$)"," International tourism, receipts (current US$) ", Military expenditure (current USD) ,Population growth (annual %),Prevalence of undernourishment (% of population),Refugee population by country or territory of asylum,Strength of legal rights index (0=weak to 12=strong),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Net official flows from UN agencies: Total
719,2019,Norway,31,53882,1540,0,2272,0,55422,57694,0.745798219,60441634015,52065822.77,5.0686,50957868.6,10.52134705,8007.397949,7.6,6871.953907,1135.444003,82.62729,42.02760921,8.265696597,-2.995837292,620,17683000000,7040000000,7520413966,0.675061373,2.5,53882,5,3.690000057,0
724,2018,Oman,31,310,254,0,0,0,564,564,1.287103915,6466676315,103739632.6,12.6964,10438241,4.10356855,677.9642334,2.436,594.5289224,83.70209517,68.84249,9.171272567,12.17648411,-0.930656288,10000,3210000000,2874000000,7565344603,3.44516591,8.1,310,1,1.799999952,0
728,2016,Pakistan,31,1352551,4854,448956,0,0,1357405,1806361,5.526735845,"$27,951,809,408 ","$6,401,770,755.00 ",39.3426,"9,628,354.00",2.89286923,$39.43 ,7.048,11.76529179,26.9475261,52.474,1.2219798,1.524527021,5.26996451,13000,2931000000,"$790,000,000.00 ","$9,973,768,059.00 ",2.086326177,12.4,1352551,2,3.779000044,80897976.61
729,2017,Pakistan,31,1393132,3487,174354,0,0,1396619,1570973,5.554277437,"$24,718,745,463 ","$6,908,944,283.00 ",38.802,"7,260,769.00",2.90229392,$42.26 ,6.994,13.34695082,28.1739163,53.01708,1.114926298,1.414216061,5.834459103,1800,3316000000,"$865,000,000.00 ","$11,461,253,917.00 ",2.077578387,12.1,1393132,2,3.915999889,57945708.46
802,2018,Russian Federation,31,77382,1361,0,75679,0,78743,154422,2.80724541,2.95E+11,2399195980,19.6196,99327311,5.35520792,609.0091553,13.6,362.0960064,246.913111,77.40044,22.0008863,20.65975074,2.939217199,3600,38791000000,18735000000,61609204756,-0.013066892,2.5,77382,9,4.849999905,0
824,2017,Saudi Arabia,31,153,82,0,70000,0,235,70235,-0.741502653,1.36E+11,2303901528,7.324,37503000,6.26256323,1302.768555,3.446,936.0003587,366.7681717,62.08336,20.0998611,14.07755295,-1.341649183,100,19065000000,15020000000,70400000000,2.007066391,3.7,153,1,5.889999866,0
825,2018,Saudi Arabia,31,263,2167,0,70000,0,2430,72430,2.434110781,1.88E+11,2616725997,7.097,39767648,5.74845695,1341.519775,3.472,943.0682761,398.4515056,63.84761,20.24129125,15.98505772,1.992397019,2000,17939000000,16974000000,74477333333,1.801062218,3.8,263,1,6.039999962,0
826,2019,Saudi Arabia,31,315,2327,0,70000,0,2642,72642,0.331435729,1.88E+11,2605008756,6.87,46181487,5.68828773,1316.260254,3.505,910.5174086,405.7428655,70.87175,19.84896754,15.69363586,0.350005688,260,16415000000,19849000000,61952000000,1.664776702,3.9,315,3,5.672999859,0
902,2018,Sudan,31,1078280,17619,1864195,0,3725,1095899,2963819,-2.68093055,8845967006,661719271.3,60.796,561520,4.43653536,59.51420593,7.188,13.08626342,41.84052585,48.01814,0.075002034,0.327554973,-4.661216418,121000,13000000,1043000000,1047878720,2.392257972,12,1078280,5,17.57999992,27896602.77
18,2016,Angola,31,15547,30131,0,0,0,45678,45678,-2.580049644,12810883681,716801058.8,153.9008,1482546,2.71314907,95.12497711,8.716,41.98650334,49.6743565,37.65132,0.293747187,1.055709859,-2.825195143,19000,823000000,628000000,2764054937,3.378269432,15.4,15547,1,7.412000179,23183380.55
55,2019,Austria,31,135951,29656,0,1132,0,165607,166739,1.49121085,45321198550,177445030.8,6.7488,46476602,10.43403149,5242.183105,9.4,3827.198257,1414.983511,78.74549,28.12921617,41.56432836,1.798662792,270,13922000000,25924000000,3237796686,0.444673639,2.5,135951,4,4.489999771,0
79,2019,Bangladesh,31,854779,34,0,854704,0,854813,1709517,8.152684149,82201885134,2185566234,81.6636,6260241,2.48357606,45.85716248,5.526,8.54123854,34.51084634,45.04865,4.95902507,0.889101584,8.034112327,4086000,1389000000,391000000,4348501895,1.029196649,9.7,854779,5,4.438000202,215759347.4
95,2019,Belgium,31,61662,10862,0,10933,0,72524,83457,2.149559681,34239431987,252216642,4.4898,14279187,10.65604973,4960.393555,9.5,3808.438169,1151.954353,74.98904,39.78313988,34.06099558,2.866433055,10,20998000000,10581000000,4761195701,0.540461327,2.5,61662,8,5.360000134,0
104,2016,Benin,31,804,224,0,0,0,1028,1028,3.339673426,873393900.9,298182492,88.1498,899,2.73950028,29.78626442,9.18,6.25092677,14.43182868,49.72104,0.20509447,1.148659643,3.270773722,960,87000000,129000000,79581568.05,2.761360928,7.3,804,6,1.827999949,16595448.7
119,2019,Bosnia and Herzegovina,31,5241,725,96421,75,53728,5966,156190,2.831002603,106984113.9,78048346.91,8.656,5375,9.04909897,553.822937,10.877,380.6052276,164.6762955,65.44253,22.59578915,22.06367767,3.10070754,270,393000000,1225000000,165369204.4,-0.692266996,2.5,5241,7,15.68999958,13849413.84
204,2019,Chile,31,2046,8521,0,0,2073,10567,12640,0.942005307,7084147405,339568247.2,39.2248,21197759,9.33272362,1375.802979,6.254,700.5202288,675.2828555,72.58023,18.09656566,14.51174802,1.902606721,3900,3142000000,3279000000,5182156529,1.182932566,3.4,2046,4,7.289999962,0
356,2019,France,31,407915,102192,0,1521,0,510107,511628,1.842971814,1.32E+11,1070442898,4.7454,71289277,11.05747223,4491.735352,9.1,3382.80271,1108.932168,76.80465,45.69341975,58.0334068,1.957030289,6200,59751000000,70776000000,50118929212,0.218824149,2.5,407915,4,8.409999847,0
380,2019,Germany,31,1146682,310957,0,14947,0,1457639,1472586,1.055508247,"$384,000,000,000 ","$2,494,723,168.00 ",7.6186,"109,633,750.70",11.69724941,"$5,440.25 ",11.3,4228.478025,1211.760064,79.71004,41.99327095,48.373359,1.289786914,680,1.01E+11,"$58,372,000,000.00 ","$49,007,512,315.00 ",0.225519874,2.5,1146682,6,3.140000105,0
392,2019,Greece,31,80454,105684,0,4734,0,186138,190872,1.803595256,-10209276749,225743114.1,6.6522,16124738.33,7.83788586,1500.594971,11.7,722.1691625,776.3569018,68.42391,39.2542671,46.0296817,1.771321006,2800,4211000000,23003000000,5471562920,-0.105339393,2.5,80454,2,17.30999947,0
430,2019,Honduras,31,75,109,247090,0,6000,184,253274,2.653066255,4231274326,138552117,70.7808,321243,7.2839179,187.5543366,4.45,73.45335214,109.1359295,56.26791,4.005461868,5.028700148,2.963062349,390,655000000,556000000,407390257.8,1.640617842,13.5,75,8,5.699999809,15921315.78
466,2019,Iraq,31,273986,12938,1414632,47253,10,286924,1748819,5.957327503,4140944827,1280593943,71.7502,5434292,4.47671509,253.3146362,4.736,125.0625805,126.902936,44.70443,11.59775672,7.27323781,6.232118878,37000,10925000000,3593000000,7598829336,2.254139075,37.5,273986,0,12.86299992,139197408
494,2017,Japan,31,2189,31204,0,585,0,33393,33978,1.675331752,2.87E+11,3688643895,3.78,123898000,10.65627003,4121.036621,10.8,3470.518089,650.5183295,78.01404,31.78948999,50.15929816,1.293517122,21000,25774000000,36978000000,45387031802,-0.164484036,2.5,2189,5,2.799999952,0
538,2019,Lebanon,31,916141,12119,0,0,7875,928260,936135,-7.15724707,-11844879284,165439223.1,13.9476,3164358,8.64661503,663.0510864,4.457,324.770953,332.3859913,54.3316,6.126277456,12.86773527,-7.804343137,4300,6495000000,8717000000,2521246648,-0.053940482,9.3,1392174,2,11.35000038,408752614.5
574,2019,Luxembourg,31,2548,1785,0,83,0,4333,4416,3.283806756,3818884984,16382458.78,4.4806,2114417,5.37075996,6220.741211,6.9,5341.746996,796.1679242,69.6031,37.37033663,43.4281965,-4.758186074,190,3288000000,5645000000,428769402.9,1.96284492,2.5,2548,3,5.590000153,0
578,2017,Madagascar,31,39,57,0,0,0,96,96,3.933307595,717724092,203829037.6,109.59,486425,4.84431553,24.96243286,6.185,11.57426673,7.71465325,46.38142,0.098011334,0.269028637,5.01520635,248000,319000000,849000000,66906090.19,2.679809997,42.3,39,2,1.822999954,41988986.89
609,2018,Mauritania,31,83184,1126,0,0,0,84310,84310,4.526746225,1363408059,68171741.47,69.628,379211,3.57909012,57.29694748,7.222,22.48532476,29.48579934,49.37674,0.300273907,1.361679263,5.503388257,450,38000000,6000000,159013353,2.780088631,8.7,83184,2,10.38500023,24324815.83
616,2019,Mauritius,31,20,5,0,0,0,25,25,3.012375903,819051124.3,22024193.05,24.8222,1726868,6.19943714,685.9456177,8.8,322.683648,361.256822,81.46811,24.19530145,36.1275546,3.349740452,1000,656000000,2024000000,21831361.86,0.032240043,6.2,20,6,6.329999924,2414562.352
639,2017,Montenegro,31,794,173,0,145,11703,967,12815,4.716465276,851788.5573,14256029.39,9.313,507637,7.98255444,616.2849121,10.592,353.71235,262.5545571,73.84108,21.89835921,24.24537457,6.015378592,2,91000000,1110000000,65734886.38,0.011247907,2.5,794,12,16.06999969,3373274.237
705,2017,Nigeria,31,1910,8650,1704080,0,0,10560,1714640,0.80588662,23820834820,9943211588,107.33,4789878,3.75336528,73.88726044,12.114,10.48568757,57.5530227,52.02699,0.058066808,0.073003422,0.078426651,122000,8194000000,2615000000,1621218176,2.607667054,10,1910,9,8.390000343,123593034.4
767,2019,Poland,31,12658,4783,0,1328,0,17441,18769,4.744950156,52035080984,935456508.2,9.8004,10225516,6.44682503,1014.038208,10.8,723.8711155,289.6078597,76.38122,20.54459107,18.0134549,4.812115529,18,10161000000,15712000000,11786153846,-0.024427107,2.5,12658,7,3.279999971,0
773,2019,Portugal,31,2375,1057,0,14,0,3432,3446,2.682759921,3175770418,91074645.9,7.6224,22047878.98,9.53145981,2221.439209,10.9,1353.016966,866.8764067,76.46616,38.79939806,50.05620374,2.874687191,640,6823000000,24592000000,4277877295,0.023733495,2.5,2375,2,6.460000038,0
797,2019,Romania,31,3860,916,0,192,0,4776,4968,4.188260341,11161452756,399889153.3,34.859,5630289,5.74447823,738.5581665,13.4,591.879149,146.6899238,73.3332,27.2544319,17.45456919,4.676196325,460,7172000000,4240000000,4613040397,-0.526814822,2.5,3860,9,3.910000086,0
823,2016,Saudi Arabia,31,136,51,0,70000,0,187,70187,1.670624758,1.03E+11,2198926332,7.9412,35092840,5.83562946,1160.051636,3.426,773.8864995,386.1651901,59.44422,19.71905451,13.06511605,1.38357794,280,17671000000,13438000000,63672800000,2.262423001,3.7,136,1,5.650000095,0
921,2019,Switzerland,31,110162,11200,0,0,0,121362,121362,1.210992207,93435843645,269531379,2.5246,30339654,11.29148102,9666.337891,7.9,3103.81145,6562.528128,76.61864,46.82049942,36.21706213,1.698221982,10,21097000000,21257000000,5113682093,0.713313668,2.5,110162,6,4.389999866,0
19,2017,Angola,31,41119,30131,0,0,0,71250,71250,-0.147212941,14274077997,839354040.9,150.526,1375523,2.79150295,114.3346024,8.432,52.91251824,57.86081228,39.00774,0.325048666,0.54019943,-1.336264693,14000,1216000000,884000000,3062872914,3.322158363,15.4,41119,1,7.407999992,15088332.43
21,2019,Angola,31,25793,30178,0,0,61,55971,56032,-0.624644318,10702806251,584822523,145.39,1436959,2.53335953,71.32600403,7.981,29.40330087,39.66132528,41.28838,0.374130075,0.391908386,-1.540130483,6700,717000000,395000000,1470938717,3.242914028,17.3,25793,1,7.421000004,53021006.29
174,2019,Cameroon,31,406259,10065,950263,0,20,416324,1366607,3.475059979,2286886788,518871817.7,101.1876,83882,3.59539533,53.99584961,9.059,1.8114012,44.51408246,46.09974,1.549401423,3.309624453,3.158785436,24000,984000000,681000000,422294772,2.584178982,5.3,406259,6,3.638000011,77998015.85
723,2017,Oman,31,308,398,0,0,0,706,706,0.304057566,-754443296.4,93881812.73,13.056,9035230,3.97070861,600.7910767,2.462,523.9781051,76.81300369,68.57321,7.478169402,10.92507214,-1.039486643,320,2915000000,2629000000,6802665800,4.08380597,8.4,308,1,2.565000057,0
803,2019,Russian Federation,31,42413,1445,0,68209,0,43858,112067,2.032982739,2.57E+11,2372487741,18.5402,108857906,5.64849138,653.4172363,13.3,399.5771263,253.8400644,78.16284,22.52492345,18.97148146,1.264081906,12000,40611000000,17235000000,65201335848,-0.049568665,2.5,42413,9,4.5,0
901,2017,Sudan,31,906590,18212,1997022,0,3873,924802,2925697,0.709256285,10086263132,906311250.4,63.993,557792.04,6.05546141,192.6066589,7.261,34.68448615,147.5693313,45.00301,0.074850422,0.351061197,-1.422544886,54000,29000000,1029000000,4382998817,2.395242326,11.8,906590,3,17.53300095,33786425.85
955,2017,Tunisia,31,726,36,0,0,0,762,762,2.244200968,2107113045,133419527,7.841,3963968,6.84927845,237.3644562,6.274,133.0522794,103.2235541,65.29842,7.012629529,9.736069879,1.941294823,990,871000000,1782000000,858949581.3,1.139070554,2.5,726,3,15.32999992,9857712.254
956,2018,Tunisia,31,1061,250,0,0,8,1311,1319,2.510907072,2690514365,132963015.4,7.85,4274199,6.82099104,236.7328339,6.262,133.0373228,102.606638,67.22278,8.770967318,11.25804039,2.26887779,3300,954000000,2320000000,844227367.1,1.145862851,2.5,1061,3,15.46000004,6741518.564
14,2018,Algeria,31,94341,8910,0,0,0,103251,103251,1.1,55482823833,564408459.6,9.8338,6442442,6.16302586,256.0094605,4.716,168.575678,87.36482634,48.49803,7.262935415,9.948087553,0.103202456,19,542000000,196500000,9583724288,2.007398663,2.5,94341,2,10.42000008,9967358.299
123,2017,Botswana,31,2116,65,0,0,293,2181,2474,4.00344974,2177840039,80730745.2,46.061,223673,6.13453388,484.2239075,5.834,366.3618454,71.31976182,65.71078,1.47087634,6.403713244,3.946777893,2000,253300003.1,542010009.8,522430455.5,2.068847655,28.9,2116,5,21.56599998,6209777.146
124,2018,Botswana,31,2044,268,0,0,6,2312,2318,3.98039539,1976985829,86280983.93,45.358,253417,5.96867228,494.1954651,5.742,388.2312621,75.05486848,66.17048,1.776521383,6.321060412,3.113318058,1600,278299987.8,584200012.2,498087432.4,2.197416468,29.5,2044,5,22.07099915,5602263.952
610,2019,Mauritania,31,84901,1540,0,0,0,86441,86441,5.75993059,1789459987,62263858.85,68.207,386621,3.30329728,57.88484573,7.118,21.69320479,29.31834167,51.06288,0.238968769,1.366817391,4.964960784,6600,56000000,13699999.81,162397955,2.741483436,9.1,84901,2,10.39299965,33865972.67
647,2019,Morocco,31,6642,3313,0,0,0,9955,9955,2.607935495,20076716230,680943237.9,30.328,9380951,5.30845118,174.2237701,5.057,69.47430472,103.4989081,73.38133,4.801908567,5.633247458,2.5872132,200,3102000000,9949000000,3721323837,1.221178705,4.2,6642,2,9.279999733,19942913.89
665,2019,Namibia,31,3182,1906,0,0,7,5088,5095,-0.88809916,-418898626.9,98378387.98,59.637,212578,8.49700546,427.2562256,7.894,200.3844156,206.9935753,61.35078,2.538113392,5.698869126,0.433534616,2,118000000,451000000,414059490,1.870402328,19.8,3182,5,19.98800087,11234067.97
725,2019,Oman,31,308,254,0,0,0,562,562,-1.129206457,2367990669,92494125.84,12.3368,11239996,4.07190228,624.7444458,2.422,540.0568276,84.68765215,69.98474,10.24420698,12.82384932,-2.235621293,1100,3406000000,3077000000,6551040312,2.96857894,8.2,308,1,1.84800005,0
15,2019,Algeria,31,98599,1725,0,0,0,100324,100324,1,50830849116,566844688.8,9.5966,6752002,6.24337101,248.2058716,4.716,161.3332849,86.76178998,48.59758,8.321683753,10.76629082,1.033322845,3200,670000000,140000000,10303600575,1.933983344,2.5,98599,2,10.51299953,13902044.39
632,2016,Mongolia,30,10,0,0,14,0,10,24,1.489784485,1660641747,59447782.51,30.1106,537853,4.42355633,161.9085999,6.286,96.07394253,56.66131172,66.1351,7.399216847,7.371078837,1.302469785,,536000000,379000000,96366789.84,1.913419217,7.4,10,5,7.239999771,6849795.355
657,2017,Myanmar,30,0,0,353108,621514,0,0,974622,5.7500645,15060296718,535422103.8,28.509,3149037,5.08065748,57.859272,8.206,8.5601585,43.79242232,42.97482,0.208995367,1.041749188,6.280903573,351000,136000000,1988000000,2221961060,0.633900885,8.1,,2,1.559999943,33070177.15
293,2016,Dominican Rep.,30,593,787,0,0,0,1380,1380,,13226368343,274899629,94.9256,11903,5.82760334,424.3001709,6.097,194.0109814,227.6692636,57.699,7.321349897,12.93637724,6.41514195,52000,882000000,6720000000,479722172.8,1.122509799,6.8,593,1,7.28000021,12752819.56
583,2016,Malawi,30,9386,21022,0,0,0,30408,30408,2.484040625,-223165185.9,82676240.58,134.9854,6744,10.87966633,34.72793579,7.074,8.58876543,7.48557036,53.22437,0.050519431,0.065293982,,9500,100000000,30000000,35748121.99,2.70968237,16.1,9386,9,5.816999912,44701787.2
595,2016,Mali,30,17510,299,36690,0,0,17809,54499,5.852299199,1705354903,482773815.6,171.0826,,3.77377391,29.46280289,10.307,9.43715412,11.11966802,52.61403,0.119362489,1.117768151,5.302745579,8000,213000000,201600006.1,362398902.2,2.975435448,5.3,17510,6,7.570000172,42799872.38
36,2018,Armenia,30,17966,105,0,848,0,18071,18919,5.2,194550621.4,44866130.32,20.886,53259,10.00543404,422.2826843,9.857,52.11013478,365.0342957,73.19187,11.7709355,16.19150706,3.374530505,,1335000000,1358000000,513252026.5,0.235799808,3.2,17966,6,18.96999931,4732070.189
239,2016,Cote d'Ivoire,30,1397,276,0,694000,118,1673,695791,7.179207824,7947667856,1022652270,118.9842,667062,3.35172296,67.48299408,10.5,17.33338474,40.07413486,50.95707,0.572478854,1.213581291,7.087099863,,491000000,477000000,602538731.2,2.536128605,15.5,1397,6,2.599999905,28968339.75
240,2017,Cote d'Ivoire,30,1559,368,0,692000,165,1927,694092,7.359638088,7114992117,1011141648,117.627,808471,3.30509853,69.77150726,10.262,20.04163932,40.63576673,52.98796,0.584450845,1.250383121,6.546033118,,564000000,509000000,501578732.2,2.54778157,15,1559,6,3.269999981,30831528.01
371,2016,Georgia,30,2122,305,273765,580,0,2427,276772,2.90643878,460899090.2,71293146.03,47.456,220448,7.99670744,301.5457764,12.992,110.4871741,184.250516,80.79351,16.9604403,20.92993313,0.447131859,,706000000,2315000000,315194446.3,0.059816599,8.3,2122,9,16.60000038,2369096.286
399,2018,Guatemala,30,380,251,0,0,110600,631,111231,3.322097997,1532551502,468891866,69.756,145795,6.12415409,259.6201782,4.738,93.48613757,161.7664085,62.53299,,14.12403947,3.378154021,27000,1105000000,1235099976,273114976.8,1.600385982,16,380,9,2.279999971,11886511.89
433,2016,Hungary,30,4736,3396,0,135,0,8132,8267,2.191960369,11841665663,214015457.9,23.2462,21399963,6.99535179,914.1935425,13,619.0103095,295.1831551,71.3825,28.85809714,31.98752176,4.765902402,,2738000000,7481000000,1288676093,-0.295110605,2.5,4736,9,5.110000134,0
488,2017,Jamaica,30,13,8,0,0,0,21,21,0.997123062,2091064724,38810261.89,52.757,151326,6.14843798,311.7326355,7.558,206.1118711,101.1606972,67.72419,8.186663599,10.16920429,2.422412794,29,455000000,,143545555.4,0.501314742,8.8,13,9,11.63000011,3340575.784
633,2017,Mongolia,30,5,5,0,17,5,10,32,5.63687639,1364433903,61492931.92,30.993,602775,4.0050602,146.9620819,6.299,90.65842853,52.13580698,67.40642,9.155831518,9.39672797,-2.15478949,,618000000,462000000,87511743.5,1.861598041,6.3,5,9,6.360000134,6669773.043
658,2018,Myanmar,30,0,0,370306,620939,0,0,991245,6.404977325,18955473756,587266721.9,28.2066,3407788.433,4.89992142,59.20605469,8.199,8.77954362,45.26171424,43.4838,0.240279346,0.969799465,6.165174095,298000,118000000,1670000000,1529364478,0.608451681,7.8,,2,0.870000005,42913547.22
716,2016,Norway,30,59512,7505,0,3251,0,67017,70268,1.071558977,54463073488,52707961.3,5.3206,,10.59129524,7496.768555,7.8,6400.7,1096.068955,82.35614,40.12560396,15.37175471,-2.078854817,260,16384000000,6285000000,5997385048,0.880969815,2.5,59512,5,4.679999828,0
764,2016,Poland,30,11738,3412,0,10825,0,15150,25975,3.141725778,35083566951,764781790.4,11.297,5497163,6.53473806,813.4727783,10.2,559.7486843,253.5664399,77.68044,19.28946685,21.43540983,2.36182471,,8509000000,11922000000,9164190587,-0.042985131,2.5,11738,7,6.159999847,0
863,2016,Slovenia,30,454,309,0,5,0,763,768,3.191852518,1540658346,25166960.85,3.9668,1009559,8.4630394,1835.407349,9.5,1326.774535,508.6327438,75.41048,28.41197372,35.13077268,4.220468137,,1483800049,2717899902,449177539.1,0.073197207,2.5,454,3,8,0
960,2016,Turkey,30,2869419,245926,0,780,0,3115345,3116125,3.323084208,"$86,478,282,625 ","$1,830,398,074.00 ",27.4958,"100,366,461.00",4.28469229,$466.79 ,5.39,366.1647234,100.6313189,69.37882,13.15291498,13.87680626,,200,5698000000,"$26,505,000,000.00 ","$17,827,702,151.00 ",1.639942404,2.5,2869419,2,10.84000015,21127244.95
962,2018,Turkey,30,3681688,311699,0,117,0,3993387,3993504,2.979885235,"$108,000,000,000 ","$1,567,147,194.00 ",25.5558,"115,595,495.80",4.12414074,$389.87 ,5.412,301.686818,88.17873269,75.25248,16.28274432,14.1285506,,640,6068000000,"$36,791,000,000.00 ","$19,648,693,824.00 ",1.497232048,2.5,3681688,7,10.89000034,4315160.244
978,2016,Uganda,30,940825,41872,0,0,180000,982697,1162697,4.781000291,"$3,975,302,417 ","$483,134,449.00 ",121.4464,"52,187.00",4.9682045,$38.24 ,7.031,5.99604044,16.46741007,57.28983,0.232325189,0.928753457,4.928188304,2500,309000000,"$1,118,000,000.00 ","$318,551,679.30 ",3.65686447,,940825,5,1.919999957,52587030.55
1014,2016,Uruguay,30,299,352,0,0,0,651,651,1.689798164,3031981730,34888823.35,59.1122,,8.67533779,1450.144897,9.452,1008.233881,441.622046,60.68692,26.91712257,32.52114625,1.451994093,12000,1079000000,2396000000,988223629.6,0.354761355,2.5,299,4,7.840000153,1944814.136
1015,2017,Uruguay,30,334,2089,0,0,6157,2423,8580,1.627753973,2161211875,37439223.6,58.727,,8.82179165,1648.874634,9.461,1142.601665,506.1612332,61.031,27.73874257,33.08396193,0.641740261,9100,1222000000,2924000000,1165710349,0.364565153,2.5,334,4,7.889999866,2893992.931
323,2016,Estonia,30,312,43,0,82585,0,355,82940,3.155564814,2442839349,7917049.483,9.3846,372274,6.42956781,1186.102783,11.7,894.7291144,289.6072521,80.7042,31.48308786,28.14934942,4.091499442,,1299000000,1911000000,497653404.3,0.029112226,2.5,312,7,6.760000229,0
347,2016,Finland,30,18402,5559,0,2671,0,23961,26632,2.811457767,6152678942,25044842.97,6.135,13754228,9.37796021,4107.062988,9.8,3196.664399,910.3385785,80.09777,31.1402214,8.318004232,2.209590376,,6199000000,4017000000,3415008250,0.287421402,2.5,18402,6,8.819999695,0
469,2016,Ireland,30,5720,4221,0,99,0,9941,10040,2.042232527,31458025874,52369580.92,8.1676,134065078,7.4248991,4709.168457,6.4,3424.568101,1284.600349,80.10484,28.96652504,40.8396988,8.088326558,,6234000000,12649000000,1001610418,1.128834064,2.5,5720,7,8.369999886,0
487,2016,Jamaica,30,13,8,0,0,0,21,21,1.375223064,1887787598,37957154.91,54.3564,136744,5.70086861,276.1369019,7.542,175.6126979,96.17571961,67.31221,9.843247417,10.67404712,0.175447336,3500,413000000,,137649061.8,0.525007304,9.3,13,9,13.18999958,2194169.216
596,2017,Mali,30,17036,554,38172,0,0,17590,55762,5.305456084,1532280154,532078249.3,169.127,,3.67425632,30.49655342,9.984,9.77344099,11.9933925,52.87624,0.08318735,1.160803849,4.7904782,6800,220000000,206399993.9,460196192,2.999198671,6.3,17036,6,7.409999847,46234971.08
680,2016,Netherlands,30,101727,10369,0,1951,0,112096,114047,2.191713719,93208470174,430038291.4,3.92,40078714,10.2942524,4753.674316,8.7,3112.724832,1639.906029,75.57281,42.53368191,39.8909506,0.680503268,,20188800781,19421800781,9115240932,0.53217888,2.5,101727,2,6.010000229,0
736,2018,Panama,30,2501,13602,0,0,0,16103,16103,3.685344349,13796673341,46204371.99,81.0386,12631703,7.28005838,1131.660156,5.076,729.7649707,400.8777589,66.86797,12.93361128,17.43839704,2.641176369,,1395000000,7139000000,0,1.692631293,7.4,2501,8,3.832999945,2795512.974
937,2017,Thailand,30,104605,2046,0,486440,109,106651,593200,4.177681032,68317627022,1602703924,44.908,70704889,3.84309888,253.4068298,7.559,182.3713787,70.81817847,78.45338,11.85959043,14.38379906,,50000,12676000000,57057000000,6320716259,0.34520522,7.7,104605,7,0.829999983,14651029.93
938,2018,Thailand,30,102234,934,0,478843,98,103168,582109,4.189585496,74310483816,1772424309,44.6888,76053042.75,3.8184948,278.6308289,7.666,196.3500438,81.86180227,79.51709,13.23520776,8.726969619,,4600,14406000000,61383000000,6876114543,0.315406676,7.9,102234,7,0.769999981,11030108.15
985,2017,Ukraine,30,3241,6210,1800000,35294,0,9451,1844745,2.359972281,6412587629,269089858.4,23.711,6794396,7.43332481,187.3952179,14.5,88.45445676,95.82372653,68.08579,12.35354321,16.94352456,2.837275091,,7536000000,2019000000,3246786567,-0.386345311,2.5,3241,8,9.5,8536187.991
1016,2018,Uruguay,30,379,6404,0,0,0,6783,6783,0.477907184,1808410451,37095148.07,58.2386,,9.01455498,1686.071289,9.467,1165.41238,520.6588665,61.36826,28.33601746,33.44267,0.355724677,300,1252000000,2708000000,1271117731,0.367270798,2.5,379,4,8.340000153,0
46,2016,Australia,30,42187,29633,0,0,0,71820,71820,2.741643069,36863973738,229121682.9,11.8324,72446421,9.24815178,4993.689453,6.6,3422.322827,1571.36717,80.22369,30.39231558,34.95075077,,3200,35718000000,39059000000,26382947050,1.561940498,2.5,42187,11,5.710000038,0
110,2016,Bolivia (Plurinational State of),30,776,0,0,0,0,776,776,,1903125215,140620295.8,66.4978,3678739,6.83333063,210.2380981,6.834,136.2788555,67.15044422,50.2251,2.606905809,7.862224653,5.939046999,7000,960000000,827000000,552381263.9,1.480195967,13.1,776,0,3.5,9151283.624
489,2018,Jamaica,30,13,21,0,0,0,34,34,1.889923681,2306916245,40782037.18,51.3186,180951.272,5.96785641,319.8771668,7.573,208.4400139,106.6419604,68.2738,9.702584155,12.39655764,0.897670554,7,505000000,,209675820.9,0.478338177,7.7,13,9,9.100000381,3333368.853
511,2016,Kenya,30,451097,43748,0,20000,0,494845,514845,4.213517068,-562611394.8,736298895.4,77.293,4848016,5.14090776,72.51428223,5.734,31.04303913,29.71945245,62.79134,0.270535882,0.148417377,13.99431288,40000,,1472000000,933103002.5,2.420820938,23.2,451097,7,2.75999999,44142421.1
523,2016,Kyrgyzstan,30,334,120,0,2334,0,454,2788,,742998192,28310800.86,35.014,1015750,6.41248226,71.92367554,5.5,28.00947341,41.15622558,61.31719,3.965424993,6.291212364,2.640218555,39,582000000,477000000,115645311.8,2.037224422,7.9,334,8,7.210000038,17940264.1
525,2018,Kyrgyzstan,30,329,105,0,548,0,434,982,,1228999684,32761347.04,32.4414,1175000.704,5.01030922,65.73706055,5.2,31.81318552,30.67311017,65.41049,3.975425244,5.252830332,5.742261556,4700,451000000,518000000,127148346.7,1.99032207,7.2,329,9,6.886000156,24116479.89
